price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3710329,9349,2,0,1,no,no,yes,no,no,3,no,semi-furnished
3937136,7192,2,2,1,yes,no,no,no,yes,3,yes,unfurnished
3305852,2754,1,0,1,no,no,no,no,no,1,no,unfurnished
4003462,5103,2,1,2,yes,no,no,no,no,2,no,semi-furnished
3790917,5804,2,0,1,yes,no,yes,no,no,0,no,unfurnished
2073347,1734,2,1,1,yes,no,yes,no,no,0,no,semi-furnished
4518340,3449,2,1,0,yes,no,yes,no,no,0,yes,furnished
4852796,9546,3,1,2,yes,no,no,no,no,1,no,semi-furnished
3180198,3769,3,0,1,yes,no,no,no,no,0,no,semi-furnished
2819166,4444,3,1,1,yes,no,yes,no,no,1,no,furnished
5004050,10423,2,1,0,yes,no,no,no,no,1,no,unfurnished
5870318,15473,2,1,0,yes,yes,yes,no,no,2,no,furnished
4830284,4550,3,0,2,yes,yes,no,no,no,2,no,unfurnished
6662127,5853,2,0,0,yes,no,no,no,yes,2,no,unfurnished
7489573,6125,3,2,4,yes,no,no,no,no,1,no,furnished
2436739,2446,3,0,2,yes,no,yes,no,no,0,yes,semi-furnished
4926644,5818,1,0,0,yes,no,no,no,yes,0,yes,semi-furnished
6814950,6693,1,1,3,yes,no,no,no,yes,0,no,furnished
2982775,3187,2,0,1,yes,yes,no,no,no,2,yes,semi-furnished
2504691,3008,2,1,2,yes,no,yes,no,no,0,no,semi-furnished
2600086,2847,2,1,1,yes,yes,yes,no,no,0,yes,unfurnished
7285445,7653,4,2,3,yes,no,no,no,no,0,no,furnished
6584251,6780,3,0,3,yes,no,no,no,no,0,no,semi-furnished
3194506,6754,1,0,1,yes,no,no,no,yes,0,no,semi-furnished
3079910,3522,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished
3516238,3938,1,1,1,yes,no,yes,no,no,0,no,semi-furnished
3807962,5394,2,0,0,yes,yes,no,no,no,2,yes,unfurnished
2236254,3566,1,0,0,yes,yes,no,yes,no,0,yes,unfurnished
3466771,3657,1,1,0,yes,no,yes,no,yes,0,no,furnished
2399357,4539,2,0,2,no,yes,no,no,no,0,no,semi-furnished
3927721,4490,3,2,2,yes,yes,yes,no,yes,0,no,unfurnished
4599542,4856,2,0,1,yes,no,no,no,no,1,no,furnished
3372764,2059,3,1,2,yes,no,no,no,no,0,yes,semi-furnished
5095832,6465,3,1,1,yes,no,no,no,no,0,no,semi-furnished
5414999,6579,3,1,2,yes,no,no,no,no,1,no,furnished
3725759,3530,2,1,1,yes,no,no,no,no,0,yes,unfurnished
4120508,2531,4,2,2,yes,no,no,no,no,0,no,furnished
4819207,7024,2,1,2,yes,no,no,no,yes,0,no,furnished
5094348,8282,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
3758757,3859,1,0,1,yes,no,no,no,no,0,no,unfurnished
4339789,4519,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
3575918,4465,1,1,1,yes,no,yes,no,yes,0,no,semi-furnished
4617633,3673,3,0,0,yes,yes,no,no,no,1,yes,unfurnished
5660364,4921,4,2,3,yes,no,no,no,yes,0,yes,unfurnished
4166914,3923,3,1,2,yes,no,no,no,no,0,no,unfurnished
6601153,6208,2,2,3,yes,no,yes,no,yes,0,no,unfurnished
5874537,5858,4,1,4,yes,no,no,no,yes,0,yes,unfurnished
4107985,4621,3,1,1,no,yes,yes,no,yes,0,no,unfurnished
5076454,5949,3,1,0,yes,no,yes,no,yes,0,no,unfurnished
6146891,9062,3,0,0,yes,no,no,no,yes,1,no,unfurnished
2435745,3555,2,0,0,yes,no,no,no,yes,0,no,unfurnished
6638781,5993,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished
2202977,4743,1,0,1,yes,no,no,no,no,0,no,semi-furnished
2731548,3286,3,1,2,yes,no,yes,no,yes,0,yes,unfurnished
3760212,3058,3,2,2,yes,no,no,no,no,0,yes,unfurnished
4410434,4045,4,2,1,yes,yes,no,no,yes,0,yes,unfurnished
8854583,6409,2,2,2,yes,no,yes,no,no,1,no,unfurnished
4384918,3930,3,1,1,yes,no,no,no,no,0,no,unfurnished
3370385,3851,3,1,0,no,yes,no,no,no,0,no,semi-furnished
4478001,3880,2,0,2,yes,no,no,no,no,0,no,furnished
3615960,4323,2,1,1,yes,no,no,no,yes,0,no,unfurnished
5853075,5017,3,0,2,yes,no,no,no,yes,0,no,furnished
5842687,6295,2,2,2,yes,no,yes,no,yes,0,no,unfurnished
5986301,6763,1,0,1,yes,no,yes,no,yes,1,no,unfurnished
3607357,5787,2,0,1,yes,no,no,no,yes,1,no,unfurnished
3748063,4006,1,0,0,yes,no,no,no,no,0,no,unfurnished
4600439,2931,2,0,1,yes,no,yes,no,no,0,yes,unfurnished
1920402,2857,1,0,1,yes,no,no,no,no,0,no,unfurnished
2531709,1936,2,0,2,no,no,no,no,yes,0,no,semi-furnished
2909409,4532,2,0,0,yes,no,no,no,no,0,no,unfurnished
3210305,4503,2,0,1,yes,no,no,no,yes,0,no,unfurnished
2576262,4017,2,1,0,yes,no,yes,no,no,0,no,semi-furnished
4927359,4032,2,1,3,yes,no,yes,no,no,0,yes,furnished
4279424,3203,2,1,2,yes,yes,yes,no,no,1,no,semi-furnished
2672670,4026,1,0,1,no,no,no,no,no,0,no,unfurnished
8971355,8398,2,2,4,yes,no,no,no,no,2,no,furnished
5749295,15517,3,1,0,yes,no,no,no,no,1,no,furnished
4040945,4570,3,1,1,yes,no,no,no,no,0,yes,furnished
7575091,6098,3,2,4,yes,no,yes,yes,no,1,no,semi-furnished
3172721,3294,2,0,0,yes,no,no,no,yes,0,no,semi-furnished
5861022,4910,3,0,0,yes,no,no,no,no,0,no,unfurnished
6041910,8309,3,1,3,yes,yes,yes,no,yes,2,yes,semi-furnished
3899357,2254,3,1,1,yes,yes,no,no,no,0,no,semi-furnished
6183060,5526,3,1,1,yes,no,no,no,no,0,no,semi-furnished
5553603,4929,5,1,2,no,no,no,no,no,0,no,semi-furnished
7493200,5942,2,0,1,yes,no,yes,no,no,1,no,semi-furnished
7230484,5900,2,2,3,yes,no,yes,no,yes,1,no,unfurnished
5463066,4992,5,1,3,yes,no,yes,yes,no,0,no,furnished
1895640,1733,2,1,2,yes,no,no,no,yes,0,yes,semi-furnished
3881724,3474,3,0,2,yes,no,no,no,no,0,no,unfurnished
3423684,4834,3,1,3,no,no,no,no,no,0,no,semi-furnished
4323275,2780,4,3,2,no,yes,yes,no,no,0,no,semi-furnished
4213809,1921,2,0,2,yes,yes,no,no,no,1,no,unfurnished
6746704,4190,4,1,2,yes,no,no,no,no,0,no,unfurnished
3412283,5163,2,1,0,yes,no,no,no,no,1,no,semi-furnished
7852152,6578,3,1,1,yes,no,yes,no,no,0,yes,semi-furnished
2933383,3617,2,0,2,yes,yes,no,no,yes,1,yes,semi-furnished
5112271,3161,2,1,2,yes,no,yes,no,yes,0,no,unfurnished
3781123,6897,3,1,2,yes,yes,no,no,no,1,no,semi-furnished
2780904,3929,3,0,2,yes,no,yes,no,yes,1,yes,furnished
5709310,5681,2,1,3,yes,yes,no,no,no,0,yes,unfurnished
7892663,6500,3,1,4,yes,no,no,no,no,0,no,semi-furnished
3822304,8234,1,0,0,yes,no,yes,no,yes,0,no,unfurnished
6597065,6446,3,1,2,yes,yes,yes,no,no,0,yes,furnished
4577916,3659,3,0,1,yes,no,yes,no,no,0,no,furnished
4525389,4225,2,1,1,yes,no,yes,no,yes,0,no,semi-furnished
3249149,3053,2,0,2,yes,no,no,no,yes,0,no,semi-furnished
3262653,2670,1,0,0,yes,no,no,no,no,1,no,unfurnished
7449934,4591,2,2,2,yes,no,no,no,yes,1,no,furnished
3718303,3133,3,0,2,yes,no,no,no,no,0,yes,semi-furnished
4824520,5063,3,2,1,yes,no,yes,no,yes,0,no,semi-furnished
4548652,5894,1,0,1,yes,no,no,no,yes,0,no,furnished
7130677,11089,2,0,1,yes,no,yes,no,no,1,yes,semi-furnished
8329996,5585,4,1,2,yes,yes,no,no,no,1,no,furnished
3450620,3287,2,0,1,yes,no,no,no,no,1,no,semi-furnished
7061049,5938,2,2,3,yes,no,yes,no,no,0,no,furnished
5708190,5752,2,2,4,yes,no,no,no,no,0,no,semi-furnished
1773580,3805,3,1,2,yes,no,no,no,no,0,no,semi-furnished
3461429,3820,1,1,1,yes,no,yes,no,yes,0,yes,unfurnished
4010111,3803,2,2,2,no,no,no,no,no,0,yes,furnished
1636872,3571,1,0,0,yes,no,yes,no,no,0,no,semi-furnished
6362306,5061,2,0,1,yes,yes,no,no,no,0,no,semi-furnished
4414209,2708,2,1,1,yes,no,yes,no,no,0,no,unfurnished
4274027,4339,2,1,1,yes,yes,no,no,no,0,no,semi-furnished
2891857,2692,1,1,1,yes,yes,yes,yes,no,1,no,unfurnished
2162654,3164,2,1,1,no,no,no,no,no,0,yes,unfurnished
3408972,3810,2,0,1,yes,no,no,no,yes,0,no,unfurnished
3653422,8319,2,0,1,yes,no,no,no,yes,1,yes,semi-furnished
4351525,3324,3,0,2,no,no,no,no,yes,1,no,unfurnished
4410140,5885,1,1,0,no,no,no,no,no,1,yes,unfurnished
8388094,5386,4,1,2,yes,no,yes,no,yes,1,no,semi-furnished
3007786,7836,1,0,1,yes,yes,no,no,yes,0,no,furnished
4317598,3184,2,1,2,no,no,no,no,no,2,yes,unfurnished
8024009,5951,4,1,3,yes,no,no,no,yes,1,no,unfurnished
7545152,7515,3,1,3,no,no,yes,no,no,0,yes,unfurnished
3815113,3060,2,2,0,no,no,no,no,no,1,no,unfurnished
5078760,6711,2,0,0,yes,yes,no,no,yes,0,no,furnished
3320333,3509,2,1,0,yes,no,no,no,yes,0,no,unfurnished
3534809,4842,2,0,2,yes,no,yes,no,no,0,no,unfurnished
2907884,4189,4,0,2,yes,no,no,no,no,0,no,semi-furnished
5061958,6250,2,1,1,yes,no,no,no,no,0,no,unfurnished
5540660,6231,3,2,1,no,no,no,no,no,1,yes,unfurnished
4364996,4069,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
2571362,7441,1,0,1,yes,no,yes,no,no,0,yes,furnished
4086949,4636,3,0,0,yes,no,yes,no,no,0,no,unfurnished
4594206,3705,2,2,1,yes,no,yes,no,no,2,no,unfurnished
3728993,8360,1,1,1,yes,no,no,no,yes,0,no,semi-furnished
2794914,6017,1,1,1,yes,yes,no,no,no,0,no,semi-furnished
5595717,6462,2,1,3,yes,no,yes,no,no,0,no,unfurnished
6974860,11396,2,1,0,yes,no,no,no,no,0,no,furnished
3276597,4719,3,0,1,yes,no,yes,no,yes,0,no,semi-furnished
2918953,2998,2,1,1,yes,no,no,no,no,0,yes,unfurnished
8553346,7198,2,2,0,yes,no,no,no,yes,1,no,furnished
3473732,2090,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3907561,5564,3,0,2,no,no,yes,no,no,0,yes,unfurnished
4523055,3308,3,0,1,yes,no,no,no,no,0,no,semi-furnished
4640621,9396,1,0,0,yes,no,no,no,yes,2,no,semi-furnished
6051982,6759,2,1,0,yes,yes,no,no,no,2,no,furnished
5107667,7546,3,0,1,yes,no,no,yes,no,2,no,furnished
3777883,3528,1,1,1,no,no,no,yes,no,0,no,furnished
6810901,4026,2,1,2,no,no,no,no,no,0,yes,unfurnished
2487510,2636,3,1,1,yes,no,no,no,yes,0,yes,semi-furnished
7341158,5223,2,2,3,yes,no,no,no,no,1,no,unfurnished
6671310,4196,2,2,2,no,yes,yes,no,no,0,yes,furnished
4669094,5015,3,1,1,no,no,no,no,no,0,no,unfurnished
3910951,3484,1,1,1,yes,no,no,no,no,0,yes,unfurnished
2907500,3586,2,1,0,yes,no,yes,no,yes,0,no,semi-furnished
6233092,9489,2,0,1,yes,yes,no,no,yes,1,no,furnished
2609450,4105,2,0,0,yes,no,no,no,no,0,no,semi-furnished
3762576,4767,2,0,2,no,yes,no,no,yes,0,no,semi-furnished
4149343,4209,3,1,0,yes,yes,yes,no,yes,0,no,unfurnished
5757303,5363,3,2,2,yes,no,yes,no,no,1,no,furnished
4975535,4891,1,0,0,no,no,yes,no,no,0,no,semi-furnished
6372277,5730,2,1,3,no,no,no,no,no,0,no,unfurnished
3794906,3537,1,0,1,yes,no,no,yes,no,0,no,semi-furnished
3244040,3138,3,1,1,yes,no,no,yes,no,0,yes,semi-furnished
3868059,8408,1,0,1,yes,no,yes,no,no,0,no,furnished
2904671,3553,2,0,2,yes,no,no,no,no,1,no,semi-furnished
5093891,7557,2,0,1,yes,yes,no,no,no,0,no,semi-furnished
5462253,6947,2,0,0,yes,no,yes,no,no,0,no,semi-furnished
5130420,6374,2,0,1,yes,no,yes,no,no,0,no,semi-furnished
3726527,2459,4,1,0,yes,yes,no,no,no,0,no,semi-furnished
6282915,6053,4,1,4,yes,yes,no,no,yes,1,no,unfurnished
6294972,5359,3,1,0,yes,no,no,no,no,1,no,semi-furnished
7789920,6364,3,2,3,yes,no,yes,no,no,2,yes,semi-furnished
2602712,4288,1,0,0,yes,no,no,no,yes,0,no,semi-furnished
3200047,3869,2,0,1,yes,no,no,no,no,0,no,furnished
3306800,2643,3,0,2,yes,no,yes,no,yes,0,no,furnished
4761191,8223,4,1,4,no,no,no,no,no,1,no,unfurnished
3428509,1907,2,0,1,yes,no,yes,no,no,0,no,furnished
9876352,8095,3,0,2,yes,no,no,no,no,1,no,furnished
4810901,6616,2,1,1,yes,no,no,no,no,2,no,furnished
2895049,6383,2,1,2,no,no,yes,no,no,0,yes,semi-furnished
6431416,6796,1,0,1,no,no,yes,no,yes,2,no,semi-furnished
4694500,5507,3,1,2,yes,no,no,yes,yes,1,yes,unfurnished
2174473,3094,2,0,1,yes,no,no,no,no,0,no,semi-furnished
4927789,3462,3,2,2,yes,no,no,no,no,1,no,semi-furnished
2346015,4438,2,0,2,yes,no,yes,no,no,0,no,furnished
4435881,3793,3,0,1,yes,no,yes,no,yes,0,no,furnished
4537891,3724,3,0,2,yes,yes,no,no,no,0,no,furnished
4171511,5820,2,0,1,yes,no,no,no,no,1,no,furnished
6588838,7266,2,1,1,yes,no,no,no,yes,1,no,semi-furnished
3378402,2605,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
4840199,6336,2,0,0,no,yes,no,no,yes,1,no,semi-furnished
5066974,8105,2,1,1,yes,no,no,no,no,1,no,unfurnished
3363024,2064,3,1,2,yes,no,no,no,no,0,no,semi-furnished
4004815,5521,4,0,1,yes,no,no,no,no,0,no,semi-furnished
4435755,5343,3,1,1,yes,no,no,no,no,0,no,furnished
4383021,3281,2,0,1,yes,yes,yes,no,no,1,yes,unfurnished
7759558,6145,3,2,3,yes,no,yes,no,yes,1,no,semi-furnished
3749432,3526,3,1,1,yes,yes,yes,no,no,1,no,unfurnished
6203573,8123,3,0,0,yes,no,no,no,yes,2,yes,semi-furnished
8905307,8406,2,2,3,yes,no,no,no,no,1,no,semi-furnished
3002325,2119,2,1,2,yes,no,yes,no,yes,0,no,unfurnished
2853730,5936,2,1,2,yes,no,no,no,yes,1,yes,semi-furnished
12268915,9121,3,3,3,yes,no,no,no,no,3,yes,unfurnished
2801260,3161,2,0,0,yes,no,no,no,no,0,no,semi-furnished
3792221,3508,3,1,1,yes,yes,no,no,yes,0,yes,semi-furnished
6805927,12153,4,2,2,yes,no,no,no,yes,2,no,unfurnished
4221030,2173,3,0,2,yes,no,no,no,yes,0,no,unfurnished
5219794,4263,4,1,2,yes,no,no,no,no,0,yes,semi-furnished
5127917,3287,3,1,2,yes,no,no,no,no,0,no,furnished
6749292,6605,3,2,3,yes,no,yes,no,no,0,no,semi-furnished
4814042,7043,2,1,2,yes,no,yes,no,no,0,no,unfurnished
3515732,2111,3,1,1,yes,yes,yes,no,no,0,yes,semi-furnished
4122337,2355,2,0,1,yes,no,yes,no,yes,0,no,semi-furnished
3221228,4025,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3318210,3956,1,0,0,yes,no,no,no,no,1,no,unfurnished
5405948,5561,2,1,1,yes,no,no,no,no,0,no,furnished
3183625,4840,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
4230216,5005,3,1,1,yes,no,no,yes,no,0,no,unfurnished
5999190,9860,3,1,0,no,no,no,no,yes,1,no,semi-furnished
3587682,3479,2,1,1,yes,no,no,no,yes,0,no,furnished
5562579,4678,4,1,1,yes,yes,no,no,yes,2,no,unfurnished
1789557,3471,1,1,0,no,no,no,no,no,0,yes,furnished
3765811,4686,2,1,2,yes,no,yes,yes,no,0,no,furnished
7456818,5945,2,2,2,no,no,no,no,no,1,yes,unfurnished
6671940,5943,3,1,4,yes,no,yes,no,no,0,no,unfurnished
5119293,8627,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
6512348,8514,4,3,2,yes,no,no,no,no,1,yes,furnished
9964369,16076,5,3,2,yes,yes,yes,no,yes,0,no,unfurnished
4137081,4119,1,0,1,yes,no,no,no,no,0,no,unfurnished
3723007,3063,3,0,2,yes,no,no,no,yes,0,no,semi-furnished
5082578,8184,2,0,1,no,yes,yes,no,yes,1,no,semi-furnished
3688288,3679,3,0,2,yes,no,no,no,no,0,no,furnished
3528031,4500,3,2,1,yes,no,no,no,no,2,yes,unfurnished
4857850,13038,3,1,0,yes,no,no,no,no,1,no,semi-furnished
2480775,3579,2,0,1,yes,no,yes,no,yes,0,no,semi-furnished
6099111,8158,2,0,1,yes,yes,yes,no,yes,1,no,furnished
12236149,7550,3,2,2,yes,no,no,no,no,2,no,semi-furnished
6077163,6843,2,1,0,yes,no,no,yes,no,0,yes,unfurnished
5662351,4987,3,1,2,yes,no,no,no,no,0,no,semi-furnished
6050725,9659,2,0,1,yes,no,no,no,no,1,yes,semi-furnished
6516761,6846,1,0,0,no,no,yes,no,no,1,no,unfurnished
6148985,6271,3,1,1,yes,no,no,no,no,0,no,unfurnished
5513879,6562,2,0,3,yes,no,yes,no,no,0,yes,furnished
6985077,13134,1,1,0,yes,yes,no,no,yes,0,no,furnished
4917455,3184,3,0,2,yes,no,yes,no,no,0,yes,unfurnished
5029511,5005,3,2,0,yes,no,no,no,yes,0,no,unfurnished
3175700,4332,2,1,1,yes,no,no,no,no,0,no,semi-furnished
2979908,4489,1,1,1,yes,no,yes,no,no,0,no,unfurnished
2556792,2819,3,0,1,yes,no,no,no,no,0,no,semi-furnished
5246671,4418,1,2,1,yes,no,no,no,no,2,no,furnished
3591861,4788,2,1,1,yes,no,no,no,no,0,no,semi-furnished
4931283,4546,2,1,2,yes,no,no,no,yes,2,no,semi-furnished
5861790,6809,1,0,0,yes,no,yes,no,no,1,yes,unfurnished
5872210,4880,3,1,3,yes,no,no,no,yes,0,no,unfurnished
11437403,7666,4,0,1,yes,no,no,no,no,2,no,semi-furnished
1723350,2923,2,0,1,yes,no,yes,no,no,0,yes,semi-furnished
3450836,3019,3,0,2,yes,no,no,no,no,0,no,furnished
6967603,6399,3,1,3,yes,no,no,no,no,1,no,semi-furnished
5164600,6215,3,0,0,yes,no,no,no,no,0,no,unfurnished
3863222,6891,3,0,1,yes,no,no,no,yes,1,no,furnished
6592106,7958,3,1,2,yes,no,yes,no,no,0,no,furnished
8086264,6797,5,0,1,yes,no,no,no,yes,1,no,unfurnished
3033467,3092,2,0,0,yes,no,yes,no,no,1,no,semi-furnished
3408784,3936,2,0,1,yes,no,no,no,yes,0,yes,unfurnished
4412777,3443,2,0,2,yes,yes,no,no,no,0,no,unfurnished
3032725,3822,4,1,1,yes,no,no,no,yes,2,no,unfurnished
3052065,4420,3,0,1,yes,no,no,no,no,0,yes,semi-furnished
8727971,4178,2,0,1,no,yes,no,no,no,2,no,unfurnished
3182204,4155,2,0,1,yes,no,yes,no,no,1,no,furnished
3212478,2619,2,0,0,yes,no,no,no,no,0,yes,semi-furnished
4068452,7242,2,1,1,yes,no,no,no,yes,3,no,semi-furnished
3788160,3936,2,0,2,yes,no,no,no,yes,0,no,semi-furnished
5307683,8760,3,1,0,yes,no,no,no,yes,2,no,semi-furnished
4083378,2147,3,1,1,yes,no,no,no,yes,0,yes,unfurnished
5119182,4459,2,0,2,yes,no,yes,no,no,0,no,semi-furnished
4956873,5050,4,2,1,yes,no,no,no,yes,0,no,unfurnished
5048711,4235,3,1,2,yes,no,yes,no,no,0,no,unfurnished
5288189,2829,4,2,1,yes,no,no,no,yes,1,no,unfurnished
3373267,3131,2,1,1,no,no,no,no,yes,1,yes,unfurnished
3141004,1708,2,1,2,no,no,yes,no,no,0,yes,semi-furnished
8952797,4744,3,2,1,yes,no,yes,no,yes,2,no,furnished
6583529,5843,2,1,4,yes,no,no,no,no,0,yes,furnished
9174231,6539,4,1,1,yes,no,yes,no,no,0,no,unfurnished
2770832,4062,2,1,0,yes,no,no,no,yes,0,yes,furnished
4933813,4282,3,3,2,no,no,yes,no,yes,2,no,furnished
4694694,5215,2,0,1,yes,no,no,no,no,1,no,semi-furnished
2170922,1871,3,1,1,yes,yes,yes,no,no,0,yes,semi-furnished
6174037,5524,2,2,4,yes,no,no,no,yes,0,no,furnished
10091490,16231,4,2,1,yes,yes,no,no,no,0,yes,furnished
6616093,4056,2,2,2,yes,no,no,no,no,0,no,semi-furnished
4545334,3867,3,0,1,yes,no,no,no,no,1,no,semi-furnished
3569189,4520,3,0,2,yes,no,no,no,no,0,yes,semi-furnished
4162608,3619,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
4076703,3186,2,2,0,no,no,no,no,no,2,yes,furnished
9200694,8076,3,2,1,no,no,no,no,yes,0,no,semi-furnished
3456582,3548,2,0,2,no,no,yes,no,no,0,yes,semi-furnished
4461987,3580,4,0,1,yes,no,no,no,no,1,no,semi-furnished
2680266,5316,3,0,1,no,yes,no,no,no,0,no,semi-furnished
6411046,8525,4,2,2,yes,yes,no,no,yes,1,no,furnished
2582608,4313,2,0,1,yes,no,no,no,no,0,yes,semi-furnished
2357082,2125,3,1,1,yes,no,yes,no,no,0,no,semi-furnished
6040179,5388,2,2,3,yes,no,yes,no,yes,0,no,furnished
5160043,3012,3,1,2,yes,no,yes,no,yes,1,no,unfurnished
2683104,4028,3,1,0,yes,no,yes,no,yes,0,no,furnished
4820526,8031,3,0,4,yes,no,yes,no,no,1,no,unfurnished
6842774,6546,1,2,4,yes,no,yes,no,no,0,no,semi-furnished
4776759,8004,4,1,4,yes,no,no,no,yes,2,yes,semi-furnished
1936138,3285,4,0,1,yes,no,no,no,no,0,yes,furnished
4247171,4970,4,0,1,yes,no,yes,no,yes,0,no,semi-furnished
3162566,6669,2,1,1,yes,no,no,no,no,0,no,semi-furnished
2639753,6901,1,1,0,yes,no,yes,no,no,0,yes,semi-furnished
3687150,8067,2,0,0,yes,no,yes,no,no,2,no,furnished
3800031,2453,5,1,1,yes,no,no,no,no,0,no,semi-furnished
9069569,6089,3,1,2,yes,no,no,no,no,1,no,furnished
4290063,5804,1,1,1,no,no,yes,no,no,1,no,furnished
2402499,3645,2,1,0,no,no,no,no,no,0,no,furnished
6123141,5290,3,2,1,no,no,no,no,yes,0,no,unfurnished
5113095,6602,3,0,0,yes,no,no,no,no,0,no,unfurnished
4693825,4083,3,1,3,yes,no,no,no,yes,0,yes,furnished
5692071,10515,4,2,1,no,yes,yes,no,yes,0,no,furnished
3434778,2931,2,0,1,yes,no,yes,no,yes,1,no,semi-furnished
4909862,5361,4,0,2,yes,no,no,no,no,0,yes,unfurnished
4618260,2976,2,1,2,yes,no,no,no,no,0,no,semi-furnished
4184816,4631,1,1,1,yes,no,no,no,yes,1,no,unfurnished
3450802,3368,2,1,0,yes,no,no,no,yes,0,no,semi-furnished
4969983,3016,3,0,1,yes,no,yes,no,yes,0,no,unfurnished
4488990,5371,3,1,1,yes,no,no,no,no,0,no,unfurnished
4445829,4987,2,1,0,yes,no,no,no,yes,1,no,semi-furnished
3688832,3485,2,1,0,yes,no,yes,no,no,1,no,unfurnished
3523317,2972,2,0,1,yes,yes,yes,no,yes,0,no,furnished
3774773,4085,1,1,1,yes,no,no,no,no,0,yes,unfurnished
4212969,3630,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
3570121,3316,3,1,1,yes,no,no,no,no,0,no,furnished
4963245,8053,3,1,4,yes,no,no,no,yes,1,no,furnished
4574713,3469,2,0,1,no,no,yes,no,yes,1,yes,furnished
4567464,3432,3,0,0,yes,no,no,no,no,0,no,furnished
5290804,6398,4,1,2,yes,no,yes,no,no,0,yes,unfurnished
4875124,3116,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
3395166,3995,2,1,1,yes,no,yes,no,no,0,no,furnished
2606573,3083,2,1,0,yes,no,no,no,no,0,no,unfurnished
5006228,8097,3,1,0,yes,no,no,yes,no,0,yes,unfurnished
12343419,7461,3,2,2,yes,no,yes,no,no,3,no,semi-furnished
3041520,8246,1,1,1,yes,no,no,no,yes,0,no,semi-furnished
6387722,7159,2,2,0,no,no,no,yes,yes,2,no,unfurnished
3756420,3330,1,0,1,no,no,no,no,no,0,no,unfurnished
3423601,3448,2,1,1,yes,yes,no,no,yes,0,no,unfurnished
3031985,3273,3,1,2,yes,no,no,no,yes,1,no,semi-furnished
8444631,6445,3,2,1,yes,no,no,no,no,1,yes,furnished
6697481,6520,2,1,3,yes,no,yes,no,no,0,no,semi-furnished
3727772,8133,2,0,1,yes,no,no,no,yes,2,no,furnished
3239451,4875,4,1,3,yes,no,no,no,no,0,yes,unfurnished
4411513,4910,2,1,1,yes,no,no,no,no,0,no,semi-furnished
4108642,10530,1,0,0,yes,yes,yes,no,no,0,no,semi-furnished
3358578,2627,1,1,0,yes,no,no,no,no,1,no,unfurnished
6730872,6029,4,2,3,yes,no,no,no,no,0,no,semi-furnished
6418987,6369,3,0,1,no,no,no,no,yes,1,no,semi-furnished
4438536,4317,3,1,3,yes,no,yes,yes,no,1,no,semi-furnished
5122879,8418,3,0,1,yes,no,yes,no,yes,1,no,semi-furnished
4973829,7815,3,1,1,yes,no,yes,no,no,0,no,unfurnished
5181917,3192,2,2,1,no,no,yes,no,yes,1,no,semi-furnished
8949228,6606,3,1,1,yes,no,yes,no,yes,1,no,furnished
8429482,5873,2,2,4,yes,no,no,no,no,0,no,unfurnished
6742299,12192,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
2603217,6893,2,1,1,yes,no,no,no,no,0,no,unfurnished
2341907,3518,2,0,1,yes,no,no,no,no,0,no,furnished
2878036,4400,2,1,1,no,no,no,no,no,1,yes,semi-furnished
3209906,4398,3,0,2,yes,no,no,no,no,0,no,semi-furnished
7017280,8801,2,1,2,yes,yes,yes,no,yes,0,no,unfurnished
4423132,2746,3,0,1,no,no,yes,no,no,0,yes,semi-furnished
1784964,3018,2,1,1,yes,no,yes,no,no,0,no,semi-furnished
4463964,3477,3,1,2,no,no,no,no,no,0,no,furnished
2757258,4047,3,1,1,yes,no,no,no,yes,0,no,semi-furnished
4233204,2269,2,0,2,yes,no,no,no,no,0,no,unfurnished
4446852,3552,3,0,1,yes,no,no,no,no,0,no,unfurnished
4843325,6362,2,0,0,yes,no,no,no,yes,3,no,furnished
8614527,7259,2,1,0,no,no,no,no,no,2,no,semi-furnished
2325706,3119,2,1,1,yes,no,no,no,yes,0,yes,furnished
4665290,5381,1,0,2,yes,no,no,no,yes,0,no,unfurnished
1783188,3633,2,1,1,yes,no,no,no,no,0,no,unfurnished
4088622,4565,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
3002363,2638,1,0,0,yes,yes,no,no,yes,0,yes,semi-furnished
4377681,10474,1,1,0,yes,no,yes,no,yes,1,no,semi-furnished
4996460,4755,1,1,0,yes,yes,no,no,no,0,no,semi-furnished
2721208,4006,3,0,1,yes,yes,no,no,no,0,no,semi-furnished
4293821,4470,1,1,1,no,no,yes,yes,yes,1,no,unfurnished
